Name,measurement_method,normalised_name,raw_value,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Oleic acid,el_cde_tables,CCCCCCCC\C=C/CCCCCCCC(O)=O,1.4449,10.324075013009868,-0.6642338559142942,10.324075013009868,0.33150677890982094,0.2905169417988814,282.4679999999999,248.19599999999994,282.255880328,118.0,0.0,0.3028395565321945,-0.4812303897852169,0.4812303897852169,0.3028395565321945,0.75,1.2,1.7,16.36513220772421,10.078069350914632,1.9536542527070433,-1.9875951921174855,2.0928591298268127,-1.9284418485519106,5.660170292284441,-0.13665299337315598,3.066157800884338,233.5727213605218,14.891058768174391,13.409657360954743,13.409657360954743,9.770055610029663,8.63822102902279,8.63822102902279,5.728027239136747,5.728027239136747,3.652443847844729,3.652443847844729,2.3469655523185775,2.3469655523185775,-0.79,22676.463752160347,19.210000000000004,16.264914881933006,17.21,125.20941979262746,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,70.44235039676647,32.10410811463005,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,96.81523992065479,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,96.81523992065479,12.152040213667762,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,70.62903785218613,0.0,0.0,19.075777413358384,5.106527394840706,0.0,0.0,10.324075013009868,8.508189546874622,0.0,-0.6642338559142942,0.0,21.239807373012,2.2588285896844735,0.0,0.8333333333333334,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,6.1085000000000065,87.08780000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
flavone,el_mylogic,O=C1C=C(Oc2ccccc12)c3ccccc3,1.85224,11.91285478080121,-0.008608276643990775,11.91285478080121,0.008608276643990775,0.6307722261623975,222.243,212.16299999999995,222.06807956,82.0,0.0,0.1928162003900732,-0.4558199464466406,0.4558199464466406,0.1928162003900732,0.8235294117647058,1.5294117647058822,2.3529411764705883,16.3379607301465,10.1224400662945,2.0470381671922375,-2.017787474399283,2.2074651580367637,-1.9916963203010953,5.779187572617819,0.6187383587795907,2.299992357076278,711.5733834430602,11.664925939000156,9.089999272823986,9.089999272823986,8.34333659290053,5.427756576598006,5.427756576598006,3.8370860014190993,3.8370860014190993,2.692928784884712,2.692928784884712,1.8486225717553688,1.8486225717553688,-2.349999999999999,13651.5902256321,9.846331466601734,3.9052731206057327,1.7378733797832602,98.13650078134903,4.417150937053347,11.343267560516685,5.428790391900541,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,42.46456947923127,12.13273413692322,11.629818560158606,5.386224214464796,4.417150937053347,10.969244356107037,0.0,0.0,0.0,0.0,0.0,70.88699826058847,0.0,11.323698910571437,5.428790391900541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.87535880574127,0.0,22.292943266678474,0.0,30.21,0.0,4.794537184071822,0.0,5.428790391900541,16.72949177498148,5.563451491696996,6.06636706846161,6.06636706846161,48.53093654769288,0.0,4.417150937053347,5.7286574074074075,0.0,11.91285478080121,0.6177602985638702,1.5276936885865462,0.6058333333333334,18.440533824640966,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.4600000000000017,67.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barium,el_cde_text,[BaH2],1.6,0.0,0.0,0.0,0.0,0.3810378406576072,139.344,137.328,139.920897264,4.0,0.0,,,,,1.0,1.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285712,0.0,2.5714285714285707,0.2077922077922076,0.11688311688311703,47.94461831822662,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88104809964644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9162000000000001,8.543999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LiOH,el_mylogic,[Li+].[OH-],1.3686,0.0,0.0,0.0,0.0,0.25616646090852785,23.948,22.94,24.018744201999997,8.0,0.0,1.0,-0.8696814924318097,1.0,0.8696814924318097,1.0,1.0,1.0,,,,,,,,,0.0,2.0,0.0,1.4472135954999579,1.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5574025974025973,0.0,19.96470580960346,1.5574025974025973,0.3514380121276674,25.14679671425051,5.476191835881363,0.0,0.0,0.0,0.0,18.860603211274622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.336795047155984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.860603211274622,0.0,0.0,0.0,5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,24.336795047155984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.1728,1.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BP1T–OMe,rsc_mylogic,COC(=O)[C@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@H](Cc1ccc(O)c(O)c1)C(=O)OC)NC(C)=O,3.76,12.459700901591336,-1.1526927164748144,12.459700901591336,0.06887321248441913,0.07833392213649078,556.5940000000003,524.3380000000004,556.183914224,210.0,0.0,0.3282067920857906,-0.5042598930709783,0.5042598930709783,0.3282067920857906,0.868421052631579,1.4736842105263157,2.026315789473684,32.11686866234125,10.051280038138554,2.2547041577453357,-2.193054938561795,2.250298786199361,-2.5171290597822487,7.798569755718552,-0.14522459120423928,2.6470326800946444,1035.4507662031558,28.827698166887174,21.107262631281273,22.00168982228119,17.90752361841301,11.321974217346122,11.954429749379798,8.005872947584933,8.371021319255043,5.081302084509651,5.446450456179762,3.1757848535266313,3.432894638611679,-4.01,84612350.11578189,32.019420417769936,15.961877613523955,10.941315806202562,223.7746250257416,40.953935113306834,18.12552248744388,11.49902366656781,23.628718917406022,0.0,11.938610575903699,19.178148736287287,9.589074368143644,12.628789148012991,0.0,6.06636706846161,24.117007251546223,25.518234052289433,20.764351488467643,48.45400380171243,48.19611864132271,0.0,21.267154416025324,0.0,44.311724555912534,26.517205095214432,23.762552697081826,0.0,11.49902366656781,21.267154416025324,0.0,11.49902366656781,12.628789148012991,90.42311186564945,44.66177063495704,0.0,25.328831937239638,18.19910120538483,0.0,0.0,0.0,209.45999999999995,65.98712021995007,38.98027789411234,0.0,30.764830308808722,5.563451491696996,14.219595082555067,25.122838405075456,0.0,0.0,43.36966947163842,0.0,9.267765658382118,4.0352761076179675,72.17759412175681,28.583616075215264,0.42206202962634376,-4.922694136830528,0.5871251913086613,-0.35970625555388414,0.6659603736688005,2.2652230570306786,0.4782608695652174,38.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,15.0,14.0,0.0,0.0,0.0,1.0,-1.713199999999995,135.07039999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-Propylammonium nitrate,rsc_mylogic,CCC[NH3+].[O-][N+]([O-])=O,1.4565,8.25,-1.75,8.25,1.0694444444444444,0.37129716177852334,122.12399999999998,112.044,122.06914218,50.0,0.0,0.07366300730608187,-0.35756964187923623,0.35756964187923623,0.07366300730608187,1.625,1.75,1.75,16.873180176949266,10.515967231319646,1.5937261015909954,-1.7379790048506372,1.5443259017550017,-2.4916295063855745,4.073126527971899,-0.40248247757022726,0.0,50.49022499567306,6.99156383156272,4.79327881045119,4.79327881045119,3.646264369941972,2.2548293386917138,2.2548293386917138,1.0771601883432524,1.0771601883432524,0.3535533905932737,0.3535533905932737,0.0,0.0,-0.8400000000000001,32.95461844238322,10.204107926206357,9.477492603550296,3488.1600000000044,47.216105081338505,21.055238770705046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,0.0,11.631375448845118,10.820286520094728,0.0,0.0,0.0,0.0,13.344558822616634,6.544756405912575,15.321571293542863,0.0,0.0,5.733667477162185,0.0,0.0,0.0,11.631375448845118,0.0,15.321571293542863,13.344558822616634,0.0,0.0,0.0,0.0,93.84,5.086619042932543,0.0,0.0,0.0,0.0,6.544756405912575,6.4208216229260096,0.0,0.0,12.65740467685281,15.321571293542863,0.0,0.0,8.25,14.75,3.6041666666666665,0.0,0.0,1.2083333333333335,3.1875,0.0,1.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,-0.6007999999999998,28.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-methylpyridine,rsc_cde_text,CN1CC=CC=C1,2.0,2.125,1.0520833333333333,2.125,1.0520833333333333,0.43360184242517397,95.14499999999998,86.07299999999998,95.073499288,38.0,0.0,0.035337016517232527,-0.3766925650074752,0.3766925650074752,0.035337016517232527,1.4285714285714286,2.2857142857142856,2.5714285714285716,15.061317629176664,10.368916520904719,1.856167091731107,-2.1125275820341702,1.9117120796794527,-2.106784250506244,5.070176317666804,0.5046590198577249,2.4901460616686917,102.7476472676892,5.112884175122364,4.463721453445008,4.463721453445008,3.393846850117352,2.4298885417278204,2.4298885417278204,1.7092486657893622,1.7092486657893622,0.9811333215333319,0.9811333215333319,0.563165619333241,0.563165619333241,-0.7200000000000001,47.19725257297226,4.439235668789809,1.8249824900374354,1.0718125830213743,43.93875805211822,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,12.27597499665433,13.592428388589765,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,13.592428388589765,24.428015210322094,0.0,0.0,0.0,0.0,0.0,0.0,18.492338119440245,0.0,0.0,0.0,24.428015210322094,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,6.544756405912575,0.0,0.0,6.076020106833881,30.299576817015875,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,8.26736111111111,1.0520833333333333,2.0555555555555554,0.3333333333333333,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0017,30.909999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-Methyl-2-butanol,el_cde_tables,CCC(C)(C)O,1.4024,8.82638888888889,-0.45833333333333326,8.82638888888889,0.45833333333333326,0.5097634659284825,88.14999999999998,76.05399999999999,88.088815004,38.0,0.0,0.05886986149053354,-0.3904828518322725,0.3904828518322725,0.05886986149053354,1.5,1.6666666666666667,1.6666666666666667,16.280875925424958,10.089568530700586,2.0523477770427223,-2.110586250862595,2.0299440446666175,-2.149925586387973,4.585334900404654,0.07646981732380431,3.168489872670569,33.69332843436965,5.207106781186548,4.654320376686506,4.654320376686506,2.5606601717798214,2.2842669695298,2.2842669695298,2.1659876502881983,2.1659876502881983,0.8652206641949665,0.8652206641949665,0.0,0.0,-0.04,12.16479703638053,5.959999999999999,1.6056599286563615,3.9600000000000004,38.99325323761199,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,20.268296022307258,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,0.0,32.79308403298157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,0.0,27.19203322199788,0.0,0.0,0.0,0.0,20.23,5.601050810983688,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,13.847474399381248,6.923737199690624,0.0,5.106527394840706,0.0,0.0,0.0,8.82638888888889,-0.45833333333333326,0.0,0.0,0.8263888888888888,5.555555555555555,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1673,26.58879999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trimethylammonium hydrogen sulfate,rsc_cde_tables,C[NH+](C)C.O[S]([O-])(=O)=O,1.406,8.631944444444445,-4.916666666666666,8.631944444444445,1.4166666666666667,0.30767965487192184,157.19099999999997,146.10299999999998,157.040878832,58.0,0.0,0.21460292934117903,-0.7256666183954735,0.7256666183954735,0.21460292934117903,1.3333333333333333,1.3333333333333333,1.3333333333333333,32.251618740709105,11.011497506648741,1.672611323420806,-1.8812967950901949,1.5799938178077138,-3.0159337750857524,7.793703097549285,-0.8355310678039145,0.0,127.1368500605771,8.077350269189626,5.58020675735541,6.396703338283136,3.732050807568877,2.182574185835055,3.547722557505166,1.9277309429819103,2.7831928289457317,0.0,0.0,0.0,0.0,-0.17000000000000007,23.767527434690145,11.604937887067008,4.68469975849345,9208.75733564013,54.86667371865003,9.452659604540841,0.0,0.0,10.399000581649606,0.0,0.0,4.552749873690364,8.417796984328938,0.0,0.0,0.0,0.0,0.0,21.143015948031568,22.42320646256014,10.399000581649606,0.0,0.0,0.0,0.0,21.143015948031568,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,38.666312679741225,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,81.87,10.399000581649606,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,21.143015948031568,17.523296731709664,32.833333333333336,0.0,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333333334,1.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.2346999999999975,31.06069999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isosorbide,rsc_cde_text,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,1.489,9.156018518518518,-0.5535648148148151,9.156018518518518,0.2841203703703705,0.4366832812212583,146.142,136.06199999999998,146.0579088,58.0,0.0,0.11447144913560538,-0.38789285320179345,0.38789285320179345,0.11447144913560538,0.9,1.3,1.7,16.602434465347965,10.116254236156713,2.4574549649999318,-2.0890278530326274,2.2586387406308113,-2.3043970580384006,4.932838124140686,0.002053875849888687,2.0917705580984776,121.70950594454669,7.1378282015046945,5.43453841105924,5.43453841105924,4.787693700234703,3.3816491504027066,3.3816491504027066,2.73059318953935,2.73059318953935,2.0011373981104263,2.0011373981104263,1.4588053397393717,1.4588053397393717,-0.16,339.1204138724302,6.543966449258588,2.1655790225487195,0.7689940828402367,58.3678572561599,19.68678069728151,24.41586555099321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,19.68678069728151,0.0,0.0,0.0,0.0,24.41586555099321,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.84268426970045,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,58.92,12.207932775496605,0.0,0.0,25.42169670452244,0.0,0.0,0.0,0.0,0.0,0.0,19.68678069728151,10.152777777777779,0.0,0.0,18.312037037037037,0.0,0.0,0.0,-1.6997222222222237,0.568240740740741,0.0,1.0,10.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,-1.4942000000000004,31.493599999999986,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
germanate,el_mylogic,[O-][GeH]=O,1.7251,8.53125,-2.1875,8.53125,2.1875,0.33603457797777014,105.61599999999999,104.60799999999999,106.91938065190999,18.0,0.0,,,,,2.0,2.0,2.0,,,,,,,,,2.1874960973678963,10.264662506490405,2.7071067811865475,1.393846850117352,3.8164965809277263,1.4142135623730951,0.4714045207910318,2.4494897427831783,0.09622504486493766,0.5000000000000001,0.0,0.0,0.0,0.0,0.14285714285714268,2.7548875021634682,3.142857142857143,2.142857142857143,2.142857142857146,24.493879354450257,0.0,0.0,0.0,0.0,0.0,23.615570495133042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911349644440752,15.704220850692291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1333632591347005,0.0,0.0,0.0,15.704220850692291,3.7779863853060514,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,15.704220850692291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911349644440752,17.0625,-2.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.9563000000000001,7.8355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
